id,name,skill,age,gender,availability_status,rating,language,hobli
7462,Labor 462,Field Worker,51,female,available,1.9,Telugu,Chinchkheda Hobli
7463,Labor 463,Field Worker,18,male,part-time,4.9,Punjabi,Gokak Hobli
7464,Labor 464,Field Worker,46,male,unavailable,4.2,Hindi,Kavoor Hobli
7465,Labor 465,Field Worker,57,male,available,3,Kannada,Suratkal Hobli
7466,Labor 466,Field Worker,47,female,part-time,3.8,Telugu,Bajpe Hobli
7467,Labor 467,Field Worker,46,male,unavailable,1.4,Punjabi,Mulki Hobli
7468,Labor 468,Field Worker,52,female,available,2.4,Hindi,Puttur Hobli
7469,Labor 469,Field Worker,39,male,part-time,3.8,Kannada,Bellare Hobli
7470,Labor 470,Field Worker,26,female,unavailable,4.2,Telugu,Kadaba Hobli
7471,Labor 471,Field Worker,31,male,available,1.1,Punjabi,Chikkamagaluru Hobli
7472,Labor 472,Field Worker,42,female,part-time,2.2,Hindi,Mudigere Hobli
7473,Labor 473,Field Worker,19,male,unavailable,2.6,Kannada,Kadur Hobli
7474,Labor 474,Field Worker,19,male,available,1.7,Telugu,Tarikere Hobli
7475,Labor 475,Field Worker,48,male,part-time,4.5,Punjabi,Koppa Hobli
7476,Labor 476,Field Worker,35,male,unavailable,4.1,Hindi,N.R. Pura Hobli
7477,Labor 477,Field Worker,48,male,available,1,Kannada,Bhadravati Hobli
7478,Labor 478,Field Worker,33,female,part-time,3.1,Telugu,Tumkur Hobli
7479,Labor 479,Field Worker,40,male,unavailable,3.4,Punjabi,Sira Hobli
7480,Labor 480,Plowing (Traditional & Tractor),55,female,available,2.7,Hindi,Madhugiri Hobli
7481,Labor 481,Field Worker,31,male,part-time,2.5,Kannada,Pavagada Hobli
7482,Labor 482,Field Worker,22,male,unavailable,4.3,Telugu,Tiptur Hobli
7483,Labor 483,Field Worker,54,female,available,1.6,Punjabi,Gubbi Hobli
7484,Labor 484,Field Worker,39,male,part-time,4.8,Hindi,Kunigal Hobli
7485,Labor 485,Field Worker,37,male,unavailable,3.9,Kannada,Karwar Hobli
7486,Labor 486,Field Worker,33,female,available,4.7,Telugu,Bhatkal Hobli
7487,Labor 487,Field Worker,54,male,part-time,3.4,Punjabi,Kumta Hobli
7488,Labor 488,Field Worker,48,female,unavailable,4.1,Hindi,Honavar Hobli
7489,Labor 489,Field Worker,39,male,available,2.2,Kannada,Honavar Hobli
7490,Labor 490,Field Worker,18,male,part-time,1.1,Telugu,Jalahalli Hobli
7491,Labor 491,Field Worker,39,male,unavailable,3,Punjabi,Yelahanka Hobli
7492,Labor 492,Field Worker,33,male,available,1.1,Hindi,Hebbal Hobli
7493,Labor 493,Field Worker,37,male,part-time,4.4,Kannada,Hennur Hobli
7494,Labor 494,Field Worker,41,male,unavailable,2.1,Telugu,Banaswadi Hobli
7495,Labor 495,Field Worker,54,male,available,2.2,Punjabi,Anekal Hobli
7496,Labor 496,Field Worker,36,male,part-time,4.4,Hindi,Koramangala Hobli
7497,Labor 497,Field Worker,41,male,unavailable,1.9,Kannada,Begur Hobli
7498,Labor 498,Field Worker,42,male,available,2.8,Telugu,Banashankari Hobli
7499,Labor 499,Field Worker,40,male,part-time,3.9,Punjabi,Nazarabad Hobli
7500,Labor 500,Field Worker,55,male,unavailable,2.6,Hindi,Bannimantap Hobli
7501,Labor 501,Field Worker,33,female,available,1.5,Kannada,Hinkal Hobli
7502,Labor 502,Field Worker,47,male,part-time,2.4,Telugu,T. Narasipura Hobli
7503,Labor 503,Field Worker,37,male,unavailable,4.4,Punjabi,Nanjangud Hobli
7504,Labor 504,Field Worker,38,female,available,1.2,Hindi,Muddur Hobli
7505,Labor 505,Field Worker,41,female,part-time,2.1,Kannada,Kammalapura Hobli
7506,Labor 506,Field Worker,43,male,unavailable,1.6,Telugu,Savadatti Hobli
7507,Labor 507,Field Worker,25,male,available,3.3,Punjabi,Murgod Hobli
7508,Labor 508,Field Worker,44,male,part-time,4.9,Hindi,Kakati Hobli
7509,Labor 509,Field Worker,49,female,unavailable,4.2,Kannada,Kittur Hobli
7510,Labor 510,Field Worker,43,female,available,1.7,Telugu,Hukeri Hobli
7511,Labor 511,Field Worker,23,male,part-time,1.8,Punjabi,Chinchkheda Hobli
7512,Labor 512,Field Worker,45,female,unavailable,1.7,Hindi,Gokak Hobli
7513,Labor 513,Field Worker,18,female,available,3.5,Kannada,Kavoor Hobli
7514,Labor 514,Field Worker,40,female,part-time,1.4,Telugu,Suratkal Hobli
7515,Labor 515,Field Worker,31,male,unavailable,2.7,Punjabi,Bajpe Hobli
7516,Labor 516,Field Worker,29,male,available,4.1,Hindi,Mulki Hobli
7517,Labor 517,Field Worker,38,male,part-time,1.3,Kannada,Puttur Hobli
7518,Labor 518,Field Worker,22,male,unavailable,4.5,Telugu,Bellare Hobli
7519,Labor 519,Field Worker,47,female,available,4,Punjabi,Kadaba Hobli
7520,Labor 520,Field Worker,38,male,part-time,1.9,Hindi,Chikkamagaluru Hobli
7521,Labor 521,Field Worker,47,female,unavailable,4.3,Kannada,Mudigere Hobli
7522,Labor 522,Field Worker,50,male,available,2.5,Telugu,Kadur Hobli
7523,Labor 523,Field Worker,57,male,part-time,3,Punjabi,Tarikere Hobli
7524,Labor 524,Field Worker,24,male,unavailable,4.5,Hindi,Koppa Hobli
7525,Labor 525,Field Worker,42,male,available,2.9,Kannada,N.R. Pura Hobli
7526,Labor 526,Field Worker,44,female,part-time,3.2,Telugu,Bhadravati Hobli
7527,Labor 527,Field Worker,48,female,unavailable,2.3,Punjabi,Tumkur Hobli
7528,Labor 528,Field Worker,59,female,available,2.9,Hindi,Sira Hobli
7529,Labor 529,Field Worker,50,male,part-time,3.6,Kannada,Madhugiri Hobli
7530,Labor 530,Field Worker,21,male,unavailable,4.9,Telugu,Pavagada Hobli
7531,Labor 531,Field Worker,43,female,available,1.5,Punjabi,Tiptur Hobli
7532,Labor 532,Field Worker,48,male,part-time,4.2,Hindi,Gubbi Hobli
7533,Labor 533,Field Worker,38,female,unavailable,1.7,Kannada,Kunigal Hobli
7534,Labor 534,Field Worker,25,male,available,4.9,Telugu,Karwar Hobli
7535,Labor 535,Field Worker,60,female,part-time,4.9,Punjabi,Bhatkal Hobli
7536,Labor 536,Field Worker,56,female,unavailable,1.1,Hindi,Kumta Hobli
7537,Labor 537,Field Worker,39,male,available,2.9,Kannada,Honavar Hobli
7538,Labor 538,Field Worker,25,male,part-time,4.3,Telugu,Honavar Hobli
7539,Labor 539,Field Worker,50,male,unavailable,4.7,Punjabi,Jalahalli Hobli
7540,Labor 540,Plowing (Traditional & Tractor),58,female,available,3.6,Hindi,Yelahanka Hobli
7541,Labor 541,Field Worker,43,female,part-time,1.3,Kannada,Hebbal Hobli
7542,Labor 542,Field Worker,38,male,unavailable,1.7,Telugu,Hennur Hobli
7543,Labor 543,Field Worker,39,male,available,3.4,Punjabi,Banaswadi Hobli
7544,Labor 544,Field Worker,58,female,part-time,2.9,Hindi,Anekal Hobli
7545,Labor 545,Field Worker,51,male,unavailable,1.6,Kannada,Koramangala Hobli
7546,Labor 546,Field Worker,29,female,available,3,Telugu,Begur Hobli
7547,Labor 547,Field Worker,58,male,part-time,2,Punjabi,Banashankari Hobli
7548,Labor 548,Field Worker,43,male,unavailable,2.9,Hindi,Nazarabad Hobli
7549,Labor 549,Field Worker,43,female,available,4.1,Kannada,Bannimantap Hobli
7550,Labor 550,Field Worker,32,male,part-time,4.7,Telugu,Hinkal Hobli
7551,Labor 551,Field Worker,37,male,unavailable,1.5,Punjabi,T. Narasipura Hobli
7552,Labor 552,Field Worker,23,male,available,1.5,Hindi,Nanjangud Hobli
7553,Labor 553,Field Worker,47,male,part-time,1.7,Kannada,Muddur Hobli
7554,Labor 554,Field Worker,49,male,unavailable,3,Telugu,Kammalapura Hobli
7555,Labor 555,Field Worker,23,male,available,2.3,Punjabi,Savadatti Hobli
7556,Labor 556,Field Worker,28,male,part-time,1.5,Hindi,Murgod Hobli
7557,Labor 557,Field Worker,22,male,unavailable,3.8,Kannada,Kakati Hobli
7558,Labor 558,Field Worker,56,male,available,1.5,Telugu,Kittur Hobli
7559,Labor 559,Field Worker,42,male,part-time,3.7,Punjabi,Hukeri Hobli
7560,Labor 560,Field Worker,59,female,unavailable,4.9,Hindi,Chinchkheda Hobli
7561,Labor 561,Field Worker,42,female,available,1.3,Kannada,Gokak Hobli
7562,Labor 562,Field Worker,37,male,part-time,4.8,Telugu,Kavoor Hobli
7563,Labor 563,Field Worker,43,male,unavailable,4.5,Punjabi,Suratkal Hobli
7564,Labor 564,Field Worker,60,male,available,3.1,Hindi,Bajpe Hobli
7565,Labor 565,Field Worker,51,male,part-time,1.4,Kannada,Mulki Hobli
7566,Labor 566,Field Worker,44,female,unavailable,2.3,Telugu,Puttur Hobli
7567,Labor 567,Field Worker,20,male,available,3.4,Punjabi,Bellare Hobli
7568,Labor 568,Field Worker,59,female,part-time,1,Hindi,Kadaba Hobli
7569,Labor 569,Field Worker,23,female,unavailable,2.8,Kannada,Chikkamagaluru Hobli
7570,Labor 570,Field Worker,44,female,available,2.7,Telugu,Mudigere Hobli
7571,Labor 571,Field Worker,27,female,part-time,2.1,Punjabi,Kadur Hobli
7572,Labor 572,Field Worker,18,male,unavailable,1.1,Hindi,Tarikere Hobli
7573,Labor 573,Field Worker,41,female,available,3.1,Kannada,Koppa Hobli
7574,Labor 574,Field Worker,47,female,part-time,2.8,Telugu,N.R. Pura Hobli
7575,Labor 575,Field Worker,41,male,unavailable,2.2,Punjabi,Bhadravati Hobli
7576,Labor 576,Field Worker,33,female,available,2.4,Hindi,Tumkur Hobli
7577,Labor 577,Field Worker,20,male,part-time,1.3,Kannada,Sira Hobli
7578,Labor 578,Field Worker,43,female,unavailable,4.6,Telugu,Madhugiri Hobli
7579,Labor 579,Field Worker,32,female,available,4.4,Punjabi,Pavagada Hobli
7580,Labor 580,Field Worker,30,female,part-time,4.1,Hindi,Tiptur Hobli
7581,Labor 581,Field Worker,21,male,unavailable,2.2,Kannada,Gubbi Hobli
7582,Labor 582,Field Worker,25,female,available,1.4,Telugu,Kunigal Hobli
7583,Labor 583,Field Worker,50,male,part-time,1.2,Punjabi,Karwar Hobli
7584,Labor 584,Field Worker,55,male,unavailable,2.4,Hindi,Bhatkal Hobli
7585,Labor 585,Field Worker,27,male,available,3.4,Kannada,Kumta Hobli
7586,Labor 586,Field Worker,53,male,part-time,2.3,Telugu,Honavar Hobli
7587,Labor 587,Field Worker,40,female,unavailable,4.2,Punjabi,Honavar Hobli
7588,Labor 588,Field Worker,60,female,available,4.1,Hindi,Jalahalli Hobli
7589,Labor 589,Field Worker,27,female,part-time,2.5,Kannada,Yelahanka Hobli
7590,Labor 590,Field Worker,38,male,unavailable,3.6,Telugu,Hebbal Hobli
7591,Labor 591,Field Worker,42,female,available,4.8,Punjabi,Hennur Hobli
7592,Labor 592,Field Worker,58,female,part-time,3.3,Hindi,Banaswadi Hobli
7593,Labor 593,Field Worker,29,female,unavailable,4.9,Kannada,Anekal Hobli
7594,Labor 594,Field Worker,26,male,available,4.5,Telugu,Koramangala Hobli
7595,Labor 595,Field Worker,22,female,part-time,1.4,Punjabi,Begur Hobli
7596,Labor 596,Field Worker,54,female,unavailable,1.8,Hindi,Banashankari Hobli
7597,Labor 597,Field Worker,23,male,available,4.6,Kannada,Nazarabad Hobli
7598,Labor 598,Field Worker,31,female,part-time,3.2,Telugu,Bannimantap Hobli
7599,Labor 599,Field Worker,22,female,unavailable,3.8,Punjabi,Hinkal Hobli
7600,Labor 600,Plowing (Traditional & Tractor),22,male,available,4.7,Hindi,T. Narasipura Hobli
7601,Labor 601,Field Worker,29,female,part-time,1.9,Kannada,Nanjangud Hobli
7602,Labor 602,Field Worker,28,female,unavailable,1.3,Telugu,Muddur Hobli
7603,Labor 603,Field Worker,50,male,available,1.4,Punjabi,Kammalapura Hobli
7604,Labor 604,Field Worker,20,male,part-time,4.8,Hindi,Savadatti Hobli
7605,Labor 605,Field Worker,49,female,unavailable,3.1,Kannada,Murgod Hobli
7606,Labor 606,Field Worker,34,male,available,4.3,Telugu,Kakati Hobli
7607,Labor 607,Field Worker,57,male,part-time,4.1,Punjabi,Kittur Hobli
7608,Labor 608,Field Worker,42,female,unavailable,4.9,Hindi,Hukeri Hobli
7609,Labor 609,Field Worker,27,male,available,2.8,Kannada,Chinchkheda Hobli
7610,Labor 610,Field Worker,40,male,part-time,4.9,Telugu,Gokak Hobli
7611,Labor 611,Field Worker,60,female,unavailable,4,Punjabi,Kavoor Hobli
7612,Labor 612,Field Worker,60,female,available,2,Hindi,Suratkal Hobli
7613,Labor 613,Field Worker,32,female,part-time,4.1,Kannada,Bajpe Hobli
7614,Labor 614,Field Worker,18,female,unavailable,3.3,Telugu,Mulki Hobli
7615,Labor 615,Field Worker,50,male,available,4.4,Punjabi,Puttur Hobli
7616,Labor 616,Field Worker,26,male,part-time,2.5,Hindi,Bellare Hobli
7617,Labor 617,Field Worker,48,male,unavailable,1.5,Kannada,Kadaba Hobli
7618,Labor 618,Field Worker,27,female,available,1.1,Telugu,Chikkamagaluru Hobli
7619,Labor 619,Field Worker,56,male,part-time,2.6,Punjabi,Mudigere Hobli
7620,Labor 620,Field Worker,51,female,unavailable,1.7,Hindi,Kadur Hobli
7621,Labor 621,Field Worker,49,male,available,2.9,Kannada,Tarikere Hobli
7622,Labor 622,Field Worker,57,male,part-time,2.8,Telugu,Koppa Hobli
7623,Labor 623,Field Worker,41,male,unavailable,1.9,Punjabi,N.R. Pura Hobli
7624,Labor 624,Field Worker,60,male,available,3.4,Hindi,Bhadravati Hobli
7625,Labor 625,Field Worker,60,male,part-time,1.3,Kannada,Tumkur Hobli
7626,Labor 626,Field Worker,51,female,unavailable,3.9,Telugu,Sira Hobli
7627,Labor 627,Field Worker,54,female,available,2.7,Punjabi,Madhugiri Hobli
7628,Labor 628,Field Worker,25,female,part-time,3.4,Hindi,Pavagada Hobli
7629,Labor 629,Field Worker,24,female,unavailable,1.3,Kannada,Tiptur Hobli
7630,Labor 630,Field Worker,45,female,available,1.1,Telugu,Gubbi Hobli
7631,Labor 631,Field Worker,25,female,part-time,2.4,Punjabi,Kunigal Hobli
7632,Labor 632,Field Worker,38,male,unavailable,1.8,Hindi,Karwar Hobli
7633,Labor 633,Field Worker,20,female,available,4.8,Kannada,Bhatkal Hobli
7634,Labor 634,Field Worker,54,male,part-time,3.7,Telugu,Kumta Hobli
7635,Labor 635,Field Worker,19,male,unavailable,3.9,Punjabi,Honavar Hobli
7636,Labor 636,Field Worker,21,male,available,1.9,Hindi,Honavar Hobli
7637,Labor 637,Field Worker,29,female,part-time,2.2,Kannada,Jalahalli Hobli
7638,Labor 638,Field Worker,47,female,unavailable,3.1,Telugu,Yelahanka Hobli
7639,Labor 639,Field Worker,22,female,available,1.8,Punjabi,Hebbal Hobli
7640,Labor 640,Field Worker,29,female,part-time,4.6,Hindi,Hennur Hobli
7641,Labor 641,Field Worker,28,female,unavailable,4.6,Kannada,Banaswadi Hobli
7642,Labor 642,Field Worker,57,female,available,4.5,Telugu,Anekal Hobli
7643,Labor 643,Field Worker,43,male,part-time,3.9,Punjabi,Koramangala Hobli
7644,Labor 644,Field Worker,51,female,unavailable,2.1,Hindi,Begur Hobli
7645,Labor 645,Field Worker,24,female,available,1.8,Kannada,Banashankari Hobli
7646,Labor 646,Field Worker,25,male,part-time,1,Telugu,Nazarabad Hobli
7647,Labor 647,Field Worker,22,female,unavailable,2,Punjabi,Bannimantap Hobli
7648,Labor 648,Field Worker,46,female,available,1.6,Hindi,Hinkal Hobli
7649,Labor 649,Field Worker,52,female,part-time,3.2,Kannada,T. Narasipura Hobli
7650,Labor 650,Field Worker,18,male,unavailable,4.3,Telugu,Nanjangud Hobli
7651,Labor 651,Field Worker,20,female,available,3.2,Punjabi,Muddur Hobli
7652,Labor 652,Field Worker,40,female,part-time,2,Hindi,Kammalapura Hobli
7653,Labor 653,Field Worker,32,female,unavailable,4.5,Kannada,Savadatti Hobli
7654,Labor 654,Field Worker,37,female,available,4.5,Telugu,Murgod Hobli
7655,Labor 655,Field Worker,37,female,part-time,4.4,Punjabi,Kakati Hobli
7656,Labor 656,Field Worker,33,male,unavailable,4.8,Hindi,Kittur Hobli
7657,Labor 657,Field Worker,25,female,available,2.6,Kannada,Hukeri Hobli
7658,Labor 658,Field Worker,18,female,part-time,2.3,Telugu,Chinchkheda Hobli
7659,Labor 659,Field Worker,19,male,unavailable,4.5,Punjabi,Gokak Hobli
7660,Labor 660,Plowing (Traditional & Tractor),50,male,available,2.7,Hindi,Kavoor Hobli
7661,Labor 661,Field Worker,51,female,part-time,2.9,Kannada,Suratkal Hobli
7662,Labor 662,Field Worker,45,female,unavailable,2.2,Telugu,Bajpe Hobli
7663,Labor 663,Field Worker,57,female,available,4.1,Punjabi,Mulki Hobli
7664,Labor 664,Field Worker,48,male,part-time,1.8,Hindi,Puttur Hobli
7665,Labor 665,Field Worker,27,male,unavailable,3.4,Kannada,Bellare Hobli
7666,Labor 666,Field Worker,44,male,available,3.5,Telugu,Kadaba Hobli
7667,Labor 667,Field Worker,27,male,part-time,3.9,Punjabi,Chikkamagaluru Hobli
7668,Labor 668,Field Worker,52,female,unavailable,4.1,Hindi,Mudigere Hobli
7669,Labor 669,Field Worker,33,male,available,2.4,Kannada,Kadur Hobli
7670,Labor 670,Field Worker,28,male,part-time,2.5,Telugu,Tarikere Hobli
7671,Labor 671,Field Worker,27,female,unavailable,1.9,Punjabi,Koppa Hobli
7672,Labor 672,Field Worker,25,male,available,2.2,Hindi,N.R. Pura Hobli
7673,Labor 673,Field Worker,19,male,part-time,1.7,Kannada,Bhadravati Hobli
7674,Labor 674,Field Worker,20,female,unavailable,1.2,Telugu,Tumkur Hobli
7675,Labor 675,Field Worker,45,male,available,3.3,Punjabi,Sira Hobli
7676,Labor 676,Field Worker,43,male,part-time,2.5,Hindi,Madhugiri Hobli
7677,Labor 677,Field Worker,25,female,unavailable,1.3,Kannada,Pavagada Hobli
7678,Labor 678,Field Worker,28,female,available,1.9,Telugu,Tiptur Hobli
7679,Labor 679,Field Worker,26,male,part-time,4.3,Punjabi,Gubbi Hobli
7680,Labor 680,Field Worker,31,male,unavailable,2.4,Hindi,Kunigal Hobli
7681,Labor 681,Field Worker,41,female,available,1.1,Kannada,Karwar Hobli
7682,Labor 682,Field Worker,57,male,part-time,3.8,Telugu,Bhatkal Hobli
7683,Labor 683,Field Worker,21,male,unavailable,2.1,Punjabi,Kumta Hobli
7684,Labor 684,Field Worker,36,male,available,3,Hindi,Honavar Hobli
7685,Labor 685,Field Worker,36,female,part-time,4.5,Kannada,Honavar Hobli
7686,Labor 686,Field Worker,40,female,unavailable,2.3,Telugu,Jalahalli Hobli
7687,Labor 687,Field Worker,47,male,available,1.6,Punjabi,Yelahanka Hobli
7688,Labor 688,Field Worker,34,female,part-time,2.9,Hindi,Hebbal Hobli
7689,Labor 689,Field Worker,51,male,unavailable,1.6,Kannada,Hennur Hobli
7690,Labor 690,Field Worker,26,female,available,1.8,Telugu,Banaswadi Hobli
7691,Labor 691,Field Worker,31,male,part-time,1.2,Punjabi,Anekal Hobli
7692,Labor 692,Field Worker,27,male,unavailable,2.6,Hindi,Koramangala Hobli
7693,Labor 693,Field Worker,59,female,available,2.4,Kannada,Begur Hobli
7694,Labor 694,Field Worker,50,female,part-time,3.5,Telugu,Banashankari Hobli
7695,Labor 695,Field Worker,53,male,unavailable,2.7,Punjabi,Nazarabad Hobli
7696,Labor 696,Field Worker,42,female,available,2.6,Hindi,Bannimantap Hobli
7697,Labor 697,Field Worker,25,female,part-time,3,Kannada,Hinkal Hobli
7698,Labor 698,Field Worker,48,male,unavailable,1,Telugu,T. Narasipura Hobli
7699,Labor 699,Field Worker,59,female,available,1.9,Punjabi,Nanjangud Hobli
7700,Labor 700,Field Worker,43,male,part-time,4.2,Hindi,Muddur Hobli
7701,Labor 701,Field Worker,18,female,unavailable,2.3,Kannada,Kammalapura Hobli
7702,Labor 702,Field Worker,44,male,available,4,Telugu,Savadatti Hobli
7703,Labor 703,Field Worker,34,female,part-time,2,Punjabi,Murgod Hobli
7704,Labor 704,Field Worker,28,male,unavailable,3.5,Hindi,Kakati Hobli
7705,Labor 705,Field Worker,49,female,available,3.1,Kannada,Kittur Hobli
7706,Labor 706,Field Worker,33,male,part-time,2.6,Telugu,Hukeri Hobli
7707,Labor 707,Field Worker,20,male,unavailable,1.9,Punjabi,Chinchkheda Hobli
7708,Labor 708,Field Worker,58,male,available,2,Hindi,Gokak Hobli
7709,Labor 709,Field Worker,28,male,part-time,2.6,Kannada,Kavoor Hobli
7710,Labor 710,Field Worker,49,female,unavailable,2.2,Telugu,Suratkal Hobli
7711,Labor 711,Field Worker,58,female,available,2.6,Punjabi,Bajpe Hobli
7712,Labor 712,Field Worker,37,male,part-time,1.4,Hindi,Mulki Hobli
7713,Labor 713,Field Worker,25,female,unavailable,2.6,Kannada,Puttur Hobli
7714,Labor 714,Field Worker,30,male,available,1.2,Telugu,Bellare Hobli
7715,Labor 715,Field Worker,49,female,part-time,3.1,Punjabi,Kadaba Hobli
7716,Labor 716,Field Worker,57,male,unavailable,3.7,Hindi,Chikkamagaluru Hobli
7717,Labor 717,Field Worker,20,male,available,2.2,Kannada,Mudigere Hobli
7718,Labor 718,Field Worker,43,male,part-time,3.7,Telugu,Kadur Hobli
7719,Labor 719,Field Worker,23,female,unavailable,2.7,Punjabi,Tarikere Hobli
7720,Labor 720,Plowing (Traditional & Tractor),37,female,available,3.5,Hindi,Koppa Hobli
7721,Labor 721,Field Worker,22,female,part-time,4.7,Kannada,N.R. Pura Hobli
7722,Labor 722,Field Worker,47,female,unavailable,1.4,Telugu,Bhadravati Hobli
7723,Labor 723,Field Worker,45,female,available,2.9,Punjabi,Tumkur Hobli
7724,Labor 724,Field Worker,49,male,part-time,1.6,Hindi,Sira Hobli
7725,Labor 725,Field Worker,59,male,unavailable,1.1,Kannada,Madhugiri Hobli
7726,Labor 726,Field Worker,59,female,available,4.1,Telugu,Pavagada Hobli
7727,Labor 727,Field Worker,45,female,part-time,3.6,Punjabi,Tiptur Hobli
7728,Labor 728,Field Worker,39,female,unavailable,1.3,Hindi,Gubbi Hobli
7729,Labor 729,Field Worker,55,male,available,4.6,Kannada,Kunigal Hobli
7730,Labor 730,Field Worker,28,male,part-time,3,Telugu,Karwar Hobli
7731,Labor 731,Field Worker,26,male,unavailable,4.3,Punjabi,Bhatkal Hobli
7732,Labor 732,Field Worker,48,male,available,1.9,Hindi,Kumta Hobli
